commit_hash,message,is_bug_fix,category,reasoning
e0c7a92977f2fb5a7d28a535fc793d53f3dd54ff,"doc: Add custom main page for API docs
",False,Documentation,Tier 3 match: topic 'doc'
c8d1b7bae03fe73221087bac1e55a45c552477d7,"gitlab-ci: Treat Doxygen warnings as error
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
2c150e62f5b5e4b40b4dd7b71afa61b3ba010f59,"doc: Formatting fixes
",False,Documentation,Tier 3 match: topic 'doc'
08a282f9f7cdc5ecff4fd7c0a887c29a2a359e81,"doc: Doxygen fixes for xmlversion.h
",False,Documentation,Tier 3 match: topic 'doc'
cb1635a64291c89bc327e6f647e34565392c0feb,"doc: Use @since command
",False,Documentation,Tier 3 match: topic 'doc'
e78e05c990751bd2e9facc9bd29a5440386cba0a,"doc: Fix autolinks to functions

Unfortunately, autolinks in .c files aren't converted by Doxygen for
some reason.
",False,Documentation,Tier 3 match: topic 'doc'
b76286de5a48c8f2b7522ad2ce56454434214d53,"doc: Remove # character for autolinks
",False,Documentation,Tier 3 match: topic 'doc'
4d1e82ce725f05972d66c18a63bd952816cc21c9,"doc: Fix xmlTextWriter struct name
",False,Documentation,Tier 3 match: topic 'doc'
e6d6fa6ffc16a14ea9a57387b8b4b233772cd568,"doc: Fix xmlsave format hint

Don't recommend deprecated symbols.
",False,Documentation,Tier 3 match: topic 'doc'
f7c412874bec5b310150428c6e743625ca295153,"doc: Remove more comment block headers
",False,Documentation,Tier 3 match: topic 'doc'
103f0203e0106db728156d35d77706571f58331f,"doc: Add project slug to redirects
",False,Documentation,Tier 3 match: topic 'doc'
a5898c2aedf76066adbe16d08d12c451e285b6ce,"doc: Add redirects for GitLab pages
",False,Documentation,Tier 3 match: topic 'doc'
0ffa7dd8b1f55e77930dac31978a959045bdc72d,"include: Add hyperlink to deprecation warnings

Doxygen creates a nice ""deprecated list"" for us.
",False,Documentation,Tier 3 match: topic 'doxygen'
18c446a5d77784385f8c031b720bd470963e42be,"python: Remove libxml2-python-api.xml

Should have been removed with commit ed850ec1.
",False,Build/CI/Tests,Tier 3 match: topic 'python'
1eca6e34766afccfa8150fad78e512bb35ab9a21,"parser: Deprecate xmlClearParserCtxt
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
76531ceebdad9aab59da547942957da55c708c02,"doc: Remove libxml2-api.xml

This huge file can finally be removed.
",False,Documentation,Tier 3 match: topic 'doc'
321aa35638befd3c8e39ae81d019123903170958,"python: Make generator.py use Doxygen XML
",False,Build/CI/Tests,Tier 3 match: topic 'python'
ed850ec1e629921add3d8bbeef6f574442a188e1,"python: Merge libxml2-python-api.xml into generator.py
",False,Build/CI/Tests,Tier 3 match: topic 'python'
97f3ec77085acea140d3f2fdd4fd5da150265f03,"test: Make gentest.py use Doxygen XML

This adds Python code to look up the required feature macros for a
symbol in tools/xmlmod.py.
",False,Build/CI/Tests,Tier 3 match: topic 'test'
bbe5827c94cc9b0e393ff3e6eef6dec2376317e2,"doc: Build docs with Doxygen and xsltproc

Build the documentation as part of the build process with support for
all build systems. This adds a new configuration option --with-docs to
build documentation. Required tools are Doxygen, xsltproc and the
DocBook 4 XSLT stylesheets. Doxygen will also be required to build the
Python bindings.
",False,Build/CI/Tests,Tier 3 match: topic 'build'
e525564f65e4a519dd71130a70d786a9667db286,"doc: Remove empty lines at start of block

These lines were left over after automatic conversion.
",False,Documentation,Tier 3 match: topic 'doc'
fd6ab89be33b420ab08204563ede95cc4d8bf3df,"doc: Adjust documentation of public structs
",False,Documentation,Tier 3 match: topic 'doc'
8816f267bebb0c02b86957a297182ff5900c1f0b,"doc: Adjust documentation of enums
",False,Documentation,Tier 3 match: topic 'doc'
e549622bc5b93631c9ee00d94afec533ecd467c7,"doc: Convert documentation to Doxygen

Automated conversion based on a few regexes.
",False,Documentation,Tier 3 match: topic 'doc'
69879da88f6304710c17f5b2339f1a963bf923f6,"doc: Remove email addresses from documentation

Also remove authorship information from generated files, hash.c and
globals.c which were rewritten.
",False,Documentation,Tier 3 match: topic 'doc'
61890e399d3c4829e2ab1b31a5b546af547e4948,"doc: Prepare for conversion to Doxygen

Fix many params in internal functions (not really necessary but Doxygen
warns about that in XML mode).

Fix formatting in a few corner cases that automatic conversion can't
handle.

Rearrange some DOC_DISABLE blocks.
",False,Documentation,Tier 3 match: topic 'doc'
95c2c52329f3865e9ef368637f3a53b0c7559bd0,"doc: Remove apibuild.py and old documentation

The last weird maintenance script is gone now.
",False,Documentation,Tier 3 match: topic 'doc'
68d0f0ee27432999e3147699b79ba546e23d5675,"doc: Fix DocBook warnings

Add empty <contrib> elements to silence warnings from the DocBook
stylesheets.
",False,Documentation,Tier 3 match: topic 'doc'
75dde50b20215a2a3a445b62f36a67c8ed337cab,"cmake: Fix installation directories in libxml2-config.cmake

Use AX_RECURSIVE_EVAL with Autotools and remove hack using parent
directories.

Fixes #898.
",False,Build/CI/Tests,Tier 3 match: topic 'cmake'
87b30343f60c1d7662b5e36df103874172cfa6c4,"io: Fix linkage of __xml*BufferCreateFilename functions

Make these functions usable on Windows.
",True,General Logic Error,"The commit addresses a linkage issue preventing specific functions from being used on Windows, indicating a flaw in how the code was configured or structured for different platforms rather than a fundamental logical error in calculations or state."
9419f6de61df646128f9b4671318050080ce8db4,"meson: Install libxml2.py

Apparently, nobody has ever tried to use the Python bindings built with
Meson.
",False,Build/CI/Tests,Tier 3 match: topic 'python'
01d1dabd83c3d0bfff95b19236c9a66a6823cce2,"cmake: Reenable testapi on Windows

Fixes #403.
",False,Build/CI/Tests,Tier 3 match: topic 'cmake'
fc8899d47c44071bbfa94fc037d09f6b937c7216,"parser: Make xmlCtxtGetValidCtxt depend on VALID_ENABLED
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
af40ed75bc8efb2ba22e121cb9bec4549670998e,"tests: Rework testapi.c

Only test NULL and 0 arguments which is the only useful test from my
experience.

Use ElementTree instead of libxml2's own Python bindings in gentest.py.

Stop using the <cond> element in libxml2-api.xml. Look up modules
required by symbols using separate code in xmlmod.py, preparing for the
eventual removal of apibuild.py.
",False,Build/CI/Tests,Tier 3 match: topic 'test'
177067ea5a77c1c66a00ba7c6a222d32314d2a10,"reader: Fix reading compressed data

Also make sure that functions that don't return error codes set the
global error.
",True,Incorrect Output/Calculation,"The commit fixes a bug in reading compressed data, implying that the data was being read or interpreted incorrectly, leading to erroneous results."
0bac84b1bd6172000eb0e5d3543457f6eb6ef109,"Add missing NULL checks to public API functions
",False,Feature/Enhancement,Tier 3 match: topic 'add'
72906f161c70bb67dcc6a2797522dff4f1458058,"parser: Make undeclared entities in XML content fatal

When parsing XML content with functions like xmlParseBalancedChunk or
xmlParseInNodeContext, make undeclared entities always a fatal error to
match 2.13 behavior.

This was deliberately changed in 4f329dc5, probably to make the tests
pass.

Should fix #895.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
097fe87f1b3ab2de37c83a3324b0638b4b637661,"gitlab-ci: Add --show-diff to PHP tests

Thanks to @nielsdos for the hint.
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
8a791fdd2f3c2859615f3986af1bee4c9bf895b1,"save: Fix xmlDocDump with encoding

Short-lived regression.
",False,Build/CI/Tests,Tier 3 match: topic 'regression'
71cc210477f555fead1c6817277afaaa65c6c1eb,"autotools, cmake: Use SOABI for Python shared object

This requires Python3 with CMake.

Fixes #894.
",False,Build/CI/Tests,Tier 3 match: topic 'python'
78b123c662ab4a8d12d4d9e18d6444ad2f09666b,"save: Fix XML escape table

Regressed with 2adcde39.
",True,General Logic Error,"The commit message indicates a regression in the 'XML escape table' without specifying the nature of the problem, suggesting a general logic flaw rather than a distinct API, performance, or memory issue."
5df94fc752f2e2c8e8d6c710dcdb04ef78b2d49f,"save: Remove unused struct members
",False,Non-Maintenance,Tier 3 match: topic 'remove'
8c6c61653b6320755af507395f806656699556cf,"save: Rework encoding setup

Always set up encoding in xmlDocContentDumpOutput. Refactor and simplify
some code.
",False,Refactoring,Tier 3 match: topic 'refactor'
936e3d529a6fc17d552f4b6544ba8e51646069df,"save: Fix xmlSave with NULL encoding

Regressed with cc45f618.
",True,API Logic,"The commit message indicates a regression in `xmlSave` when handling a NULL encoding, suggesting a problem with how the public-facing API handles its input parameters or adheres to its contract for various encoding values."
b85d77d156476bcb910b2a25b21a091957d10de6,"http: Remove built-in HTTP client

Stubs are retained for ABI compatibility.

Fixes #631.
Obsoletes #160.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
85dce1800d710a1f2456f4c8dd5b8b6b95c3742c,"gitlab-ci: Readd gcc/autoconf job with Python
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
134bda8284a212d4105ade1398a8b82f736432c6,"gitlab-ci: Fetch git history for xmlstarlet
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
70d18dde71d3332c43c597cea04c056c3d2c0c2f,"gitlab-ci: Add xmlstarlet to downstream tests

Use my private fork for now.
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
adc7913dbcca1762d43c694b0ae5ee454f3e1952,"gitlab-ci: Avoid redundant builds of libxml2 and libxslt

Build and install libxml2 and libxslt in a new ""gcc-install"" job and
publish the build as artifact. Make the downstream tests use the
artifact instead of building the libraries redundantly.
",False,Build/CI/Tests,Tier 3 match: topic 'build'
9e3159d04c3a5ed1da0c3223e453eb9e812cf193,"parser: Never use XML catalogs when parsing HTML files

When loading HTML files we shouldn't try to resolve URIs using the XML
catalogs.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
2d8b6df28a27c3f62455ff9017142b954fe93487,"xmllint: Make --nocatalogs actually work
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
ffc0bba93e906e893441bced7f5cfbd124c2c01e,"xmllint: Remove --htmlout option

Unlike the documentation suggests, this only printed error messages as
HTML which doesn't seem useful.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
dc4910c70a2e98eb43011fa52e8b0e9cbbb6fa08,"xmllint: Remove --testIO option
",False,Non-Maintenance,Tier 3 match: topic 'remove'
95ffa8d234319337e7b213091fbb22a53bd0b862,"xmllint: Remove --debugent option
",False,Non-Maintenance,Tier 3 match: topic 'remove'
7b5543bdbbbf04851102203848554f26018481ee,"autotools: Remove unneeded $(ICONV_CFLAGS)

The public headers don't include iconv.h anymore.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
7d33f97f65bbeeb8bed8aaf54f62db7b6d75c1b8,"xmllint: Separate XML and HTML parser options
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
094980ec08d6fd6504ca1c00e420e0dba51b6149,"fuzz: Make --pretty arg more likely to be valid
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
7e1c2b9485fe26cf3620620c8b12a14112665606,"xmllint: Return error code instead of exiting in parseInteger
",True,API Logic,"The commit changes the behavior of the `parseInteger` function from exiting to returning an error code, altering its public contract and how callers interact with it."
4ba1f9238a9cc997275995a8c1bdb5973a2bc1f4,"html: Avoid HTML_PARSE_HTML5 clashing with XML_PARSE_NOENT

There are several users that pass invalid XML parser options to the
HTML parser. Choose a value that is less likely to clash.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
6896f478d42b17b7eb46605206841a6d7821140d,"Revert ""valid: Remove duplicate error messages when streaming""

This reverts commit cd220b93d8ffffd2fb7cac0ec792bebb7e082521.

This commit broke the xmstarlet tests.
",False,Non-Maintenance,Tier 3 match: topic 'revert'
aa4ef7737bf6cab3914792526a9b9eec782603de,"parser: Deprecate output-related globals
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
d8193b7af1aaedc2cfa052249f645a6fc71bb8de,"xmllint: Fix parsing of --pretty argument
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parsing'
470bec654c7e5d3e2237b10230e9b5f1c4f3bcd7,"xmllint: Switch to xmlSaveSetIndentString

Stop using global xmlTreeIndentString.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
2e2b4c0f186739067fe458358a405ee8cd5c9908,"xmllint: Use xmlSave API to serialize HTML
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
c132829c1056aec0ff30f100b63b5ac3763d8934,"xmllint: Don't serialize to memory with --memory option

This is only useful for debugging.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
8dbf298cc5ffa23c73fab979a208eada436a740d,"xmllint: Fix harmless memory leaks

Fixes #892.
",True,Memory,Tier 1 match: 'memory leak'
21b510bc62f79e5c199ac3aa15bb123ac6d524fd,"gitlab-ci: Enable more build options for CMake/Meson jobs
",False,Build/CI/Tests,Tier 3 match: topic 'build'
fa931566d2f541d3162c7b98c8a12e6b2a6ae542,"build: Disable Python bindings by default
",False,Build/CI/Tests,Tier 3 match: topic 'build'
487ee1d8711c6415218b373ef455fcd969d12399,"[CVE-2025-32415] schemas: Fix heap buffer overflow in xmlSchemaIDCFillNodeTables

Don't use local variable which could contain a stale value.

Fixes #890.
",True,Security Vulnerability (CVE),"Tier 1 match: 'cve-\d{4}-\d{4,7}'"
1039cd53bc5761f1eb30afc3510f92a57d88ce5a,"autotools: Remove remaining cruft from Makefile.am
",False,Non-Maintenance,Tier 3 match: topic 'remove'
3899546aaa479e803292c602c880467fbbd1d12f,"meson: Consolidate host_os checks
",False,Build/CI/Tests,Tier 3 match: topic 'meson'
000e6afbf023a9e9019721251b01917e3eab27f8,"meson: Fix libdl detection fallback

Require dlopen, always set HAVE_DLOPEN.
",False,Build/CI/Tests,Tier 3 match: topic 'meson'
c7b1dd8675a77c836d66ee79f86658ea95956787,"doc: Separate xmllint debug options
",False,Documentation,Tier 3 match: topic 'doc'
4d24aa22ac5811235904a02530fd8dce01c65f68,"python: Add a test to reproduce bug #889
",False,Build/CI/Tests,Tier 3 match: topic 'test'
8d415b8911be26b12b85497f7cc57143b5321787,"[CVE-2025-32414] python: Read at most len/4 characters.

Fixes #889 by reserving space in the buffer for UTF-8 encoding of text.
",True,Security Vulnerability (CVE),"Tier 1 match: 'cve-\d{4}-\d{4,7}'"
38cc2b53eda8bf36d3032ada5cf1d4d59dfd322d,"python: Stop generating libxml2class.txt
",False,Build/CI/Tests,Tier 3 match: topic 'python'
e26478545f441bcc808b4a717705c0d6928182fb,"python: Fix file variable not defined during exception
",False,Build/CI/Tests,Tier 3 match: topic 'python'
ffef921be312157147d3b825a8e92d80e50a9e86,"python: Concat generated files in generator.py
",False,Build/CI/Tests,Tier 3 match: topic 'python'
fc4adba90e21e4c49270f159baf1c4c71d51f247,"error: Fix initGenericErrorDefaultFunc compatibility macro
",True,API Logic,"The commit message indicates a fix related to a compatibility macro for a specific function, suggesting an issue with how an API or its internal components interact, potentially violating its intended contract or expected behavior."
97ffa77d6d8b80c1763b5c8fe2bb18fb6f2efb3b,"encoding: Deprecate non-thread-safe functions
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
b8018afa4c23a4b82854c309a034e77b7f6f451b,"html: Fix documentation of parser options
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
2ecc08f6dc2e7e9e06d0548e04fc77d18e414510,"html: Deprecate more functions
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
ef73541a5a0d470fc8debc5c0fceea93d3d2b72a,"meson: don't link with pthreads on Windows

dependency('threads') always produces '-pthread' on GNU-like linkers, even
on Windows where we use Win32 thread primitives instead.
",False,Build/CI/Tests,Tier 3 match: topic 'meson'
896673188429351374fc9732b7669211e501bc61,"cmake, meson: Fix Darwin versions
",False,Build/CI/Tests,Tier 3 match: topic 'cmake'
151c0f795d4e3608dc6784bfa82d0d8c9de17742,"cmake, meson: Align Darwin version info with Autotools
",False,Build/CI/Tests,Tier 3 match: topic 'cmake'
0aa87d85ff36524059e58e08de9ab8573ec6e045,"globals: Fix --with-thread-alloc build
",False,Build/CI/Tests,Tier 3 match: topic 'build'
88732cae7d6031b2fa216faa3dd542681b385117,"meson: ensure relaxng option supports minimum option
",False,Build/CI/Tests,Tier 3 match: topic 'meson'
39c5e09da7bb92ccbae14346316867739ec674d3,"fuzz: Use lint.dict for XInclude fuzzer

lint.dict also contains useful XPath fragments. We still need a special
dictionary for XInclude.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
def3674c5812aa967927949e69613eba9de96b6c,"xinclude: Fix memory leak with namespace nodes

Abort instead of setting nodeset elements to NULL. Fixes leak of
namespace nodes and avoids extraneous error messages.
",True,Memory,Tier 1 match: 'memory leak'
eb0c98ebd02ecff53f1a3f9e4be803b93681824d,"autotools: Add comment regarding libtool versioning
",False,Documentation,Tier 3 match: topic 'comment'
2c2578b6fe58dfdaa4edc14110296d5cf0c2d584,"io: Use switch statement in xmlIOErr
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
fa539305fa11ecf896920bc4f736a972d6e63e45,"io: Remove duplicated conditionals.
",False,Non-Maintenance,Tier 3 match: topic 'remove'
5964fb7c5ff1d680fbe3fec1252743b9d79a1706,"xmllint: Fix --html --sax element callbacks

We need the non-namespace callbacks for HTML.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'namespace'
339e10feac2bab81523058c8059877d00424af8e,Eliminate removed objects,False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
40b73eebbb328c9b98622cd67faea31f62fa5ee6,Update configure.js to support relax ng options and look for version in new location,False,Non-Maintenance,Tier 3 match: topic 'version'
a5c4a6efe77f6dd6e0a092db9357b21602eedd31,"parser: Fix XML_PARSE_NOBLANKS dropping non-whitespace text

Regressed with 1f5b5371.

Fixes #884.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
a6398ab696e88e90244705f4f4644a9f5a77ac12,"meson: Fix build from tarball

Include xml2-config-meson in EXTRA_DIST.

Fixes #883.
",False,Build/CI/Tests,Tier 3 match: topic 'build'
19de8b47b1fe4b87b06bc6b89f5ee9697870a0ad,"cmake: Remove version from Python libxml2mod.so

This shouldn't be necessary and matches the Autotools build.
",False,Build/CI/Tests,Tier 3 match: topic 'build'
2dd514078e2ade6b8d3118d1396971749251fb3e,"cmake, meson: Change library filename to libxml2.so.16.0.0

We have to follow Autotools here.

Fixes #882.
",False,Build/CI/Tests,Tier 3 match: topic 'cmake'
81c09e333630992ffe5185d0097367dc78ac069b,"gitlab-ci: Don't hardcode release version

Thanks to Jan Tojnar who found a work-around:

https://gitlab.gnome.org/GNOME/calls/-/merge_requests/770

This uses the artifacts:reports:dotenv feature to pass environment
variables to the deploy stage:

https://docs.gitlab.com/ci/variables/#pass-an-environment-variable-to-another-job

I didn't test the change with the sandbox yet.
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
dade63971f67e4d41dbeac42cc696683b966198d,"Bump version
",False,Non-Maintenance,Tier 3 match: topic 'bump'
a372cbf5821302ebaf757235b29ba812df78204d,"Update documentation for 2.14.0
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
e091d9fbdf09e3936285bb7826c7ad6604fa21cf,"Release v2.14.0
",False,Non-Maintenance,Tier 3 match: topic 'release'
dd4c0f62fa1fd9650aae6b718dd9964a4ffa69b9,"tree: Fix xmlTextMerge with NULL args

Restore pre-2.13 behavior. Fixes #875.
",True,State Management,"The commit fixes an issue with handling NULL arguments in xmlTextMerge, which likely leads to incorrect internal state or data corruption when processing invalid input."
54c3d42891547756e7966f4f49450188f941a074,"fuzz: Update README
",False,Documentation,Tier 3 match: topic 'readme'
ee0eda4b12ae476905c4a265dc9a190ad76bc7b2,"gitlab-ci: Silence PHP and lxml test output
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
7fa79341b35ad211c79dc002c76d93708f9c12c8,"Update NEWS

Everything should be ready for the 2.14.0 release now.
",False,Non-Maintenance,Tier 3 match: topic 'release'
884c89969671d6daca3b08ddf99f3928d29216aa,"build: Don't make --with-legacy enable HTTP and LZMA

The --with-legacy option only enables --with-zlib for now.
",False,Build/CI/Tests,Tier 3 match: topic 'build'
ee026e160db492db3005fafd9431acbb1feb4393,"doc: Update CMake and meson instructions
",False,Build/CI/Tests,Tier 3 match: topic 'cmake'
4135ceea7575724d86bb4afea8ed06ce2a5445b4,"meson: Run Python tests
",False,Build/CI/Tests,Tier 3 match: topic 'python'
e91061eb9fb3fd1e72fcf5e762fd6f5ad31b361c,"hash: Fix false positive from -fanalyzer
",True,General Logic Error,"The commit message indicates a fix for a false positive identified by a static analyzer, which implies an underlying logic error that the analyzer incorrectly flagged, rather than a specific type of bug like memory, concurrency, or API."
b349225952c4fc95fe35018a1b5468f6a4b4c98d,"include: Change some return types from int to enum

This also affects some new functions from 2.13.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
fd1b939168116fc1fb2fefb72a179af8bd796d9f,"include: Convert some macros to enums
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
1078dc82339f147dc3637700c75bb1ab29564276,"autotools: xmlcatalog requires output module
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
5b5f114d8146eb31a096d70ba9a1567013ed8fcc,"meson: Add xmllint and xmlcatalog shell tests
",False,Build/CI/Tests,Tier 3 match: topic 'meson'
84c6524e26b38b88d7d4df160d92fe18072f394b,"encoding: Support input-only and output-only converters

Make it possible to open an encoding handler only for input or output.
This avoids the creation of unnecessary converters.

Should also fix #863.
",True,General Logic Error,"The commit message describes a change in how encoding handlers are opened, impacting resource creation and efficiency, which is a general logic improvement rather than fitting a more specific bug category."
69b83bb68e2a8ed0013f80c51b9a358714b00c9a,"encoding: Detect truncated multi-byte sequences with ICU

Unlike iconv or the internal converters, ICU consumes truncated multi-
byte sequences at the end of an input buffer. We currently check for a
non-empty raw input buffer to detect truncated sequences, so this fails
with ICU.

It might be possible to inspect the pivot buffer pointers, but it seems
cleaner to implement a `flush` flag for some encoding and I/O functions.
After flushing, we can check for U_TRUNCATED_CHAR_FOUND with ICU, or
detect remaining input with other converters.

Also fix detection of truncated sequences for HTML, XML content and
DTDs with iconv.
",False,Feature/Enhancement,Tier 3 match: topic 'implement'
76c6ddfef90e97bf1c549a08bb16fb3ad71374d8,"meson: Install a xml2-config script

This one does not need build-time configuration but forwards to
`pkg-config` instead. It is mostly (and hopefully sufficiently)
compatible with the script installed by autotools.
",False,Build/CI/Tests,Tier 3 match: topic 'build'
5c0484c3e6a905de09422e560ab25713bb3ef54b,"gitlab-ci: Add downstream job for lxml
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
03a8f1dd75858e9ea3d7cbc45073efd32c07393d,"doc: Document SAX handlers a little more
",False,Documentation,Tier 3 match: topic 'doc'
5338e43f1531f449f320e7be05ae69834be03d1a,"gitlab-ci: Add downstream job for PHP
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
8696ebe182b9867cbded474e1a977664d3e0e144,"parser: Fix ignorableWhitespace callback

If ignorableWhitespace differs from the ""characters"" callback, we have
to check for blanks as well.

Regressed with 1f5b537.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
d83ff954af4693fca75834fc56f27f635ce20e75,"xmllint: Make sure that parser options are used
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
25490528af58591874d177034c2ec0000eb6aab0,"parser: Fix spurious error in SAX mode

Short-lived regression from 5f0b1378.
",True,Parser Logic,Tier 2 match: fix keyword + priority topic 'parser'
ef44c240f5cc5dd41c8dfa76104eed73b075924b,"encoding: Fix memory leak in xmlCharEncNewCustomHandler

Short-lived regression.
",True,Memory,Tier 1 match: 'memory leak'
87c9e000e52e2aa2e15d44e1aede2b811b571996,"encoding: Rework custom encoding implementation API
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
ba9148d8a5245ec889e7522927348937a842c914,"parser: Undeprecate input->consumed

Should be deprecated after fixing #762.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
a0dbf030eea99840608024428a514f609d2ec215,"parser: Undeprecate ctxt->loadsubset

Should be deprecated after fixing #873.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
8873a49846f5cd697b06c508664bfd0be0c4179d,"html: Fix areBlanks check

Short-lived regression from 71122421.
",False,Build/CI/Tests,Tier 3 match: topic 'regression'
98776424a8fbb990f970066aeccf500973a66f64,"gitlab-ci: Use forked branch for XML::LibXML
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
bde22ce8a8970584c7a2e7044ea10efdbb3e263e,"Update NEWS
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
9f8484602f53ac23c5af031c96c36829191e6b92,"malloc-fail: Fix type confusion in xmlSchemaCheckAGPropsCorrect

Attribute groups must be marked as containing references also if an OOM
error occurred. Otherwise, references won't be resolved, leading to type
confusion in xmlSchemaCheckAGPropsCorrect later in the fixup phase.

I'm not sure why xmlSchemaFixupComponents is called at all if an error
occurred. This has lead to similar issues in the past. On the other
hand, continuing in the presence of errors helps when fuzzing.

See #344.
",True,Memory,Tier 2 match: fix keyword + priority topic 'malloc'
d96911f100efc4e75c74a0eab18670d9994c3029,"doc: Documentation fixes
",False,Documentation,Tier 3 match: topic 'doc'
5f0b1378d7a855fa32c1234172b1bf8d4d56b7c4,"parser: Add more parser context accessors

Fixes #763.
",False,Feature/Enhancement,Tier 3 match: topic 'add'
5237d90fae6dcf4de81331b793f182aedb854065,"html: Process data before switching encoding

This reduces the amount of data to convert and avoids issues with EOF
detection.

Also reset EOF flag after switching encoding as a precaution.
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
38f475072aefe032fff1dc058df3e56c1e7062fa,"encoding: Make conversion callbacks more type-safe
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
a846d96468a487f95474f56b072e2b0d23124590,"encoding: Remove compatibility struct members
",False,Non-Maintenance,Tier 3 match: topic 'remove'
94d8a3e2318e3390e38d3cb1faf7eb2628101cfb,"parser: Convert xmlParserMaxDepth to macro
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
5b56ed9b8148da4356fb1ef307068ca715615c56,"gitlab-ci: Reenable cmake:mingw

For some reason, it's working again.
",False,Build/CI/Tests,Tier 3 match: topic 'ci'
2af05f76fe23315f619872ac603d10eb9646214b,"globals: Fix Windows build
",False,Build/CI/Tests,Tier 3 match: topic 'build'
696572248fe96c44a60120be5b3ba42a4abcfb31,"globals: Remove unused globals

- xmlBufferAllocScheme
- xmlDefaultBufferSize
- xmlParserDebugEntities
",False,Non-Maintenance,Tier 3 match: topic 'remove'
92d7b0cd909beb61cd90d9746964f303eab36d78,"xpath: Rename valuePush and valuePop
",False,Refactoring,Tier 3 match: topic 'rename'
03be993ce5a0df3f65008c2580957b3bef400caa,"Use memcpy to avoid pointer cast warnings
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
d9ea76505dff800d89b430b5231f508bf4128c72,"build: Restrict binary compatibility to 2.14

On ELF systems, this bumps the soname from libxml2.so.2 to
libxml2.so.16. For historic reasons, the last component is the sum of
major and minor version.
",False,Build/CI/Tests,Tier 3 match: topic 'build'
f502e9b2f6ecb05e89ed31668936286d6f12a6e8,"include: Add more deprecation warnings
",False,Feature/Enhancement,Tier 3 match: topic 'add'
576411135fd2d497dccadf07c73acc8f1a3935b4,"cmake: Add WITH_LEGACY dependencies
",False,Build/CI/Tests,Tier 3 match: topic 'cmake'
85bd58ef563880a0ee0929a2b75f5c1ec82fe24a,"globals: Remove functions related to global state handling

- xmlGetGlobalState
- xmlInitializeGlobalState
- xmlGetThreadId
- xmlIsMainThread
",False,Non-Maintenance,Tier 3 match: topic 'remove'
03a8d5f93d69887efbedbcf8420ae03f68fe3654,"unicode: Make Unicode functions private
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
3d37ff84c37a0f9cf5116e9f2fe47a3c24a40ba2,"globals: Also use global state struct if threads are disabled
",False,Feature/Enhancement,"Heuristic miss, assumed non-bug"
